,ECLO
23050,3
23051,1
23052,9
23053,5
23054,3
23055,3
23056,3
23057,5
23058,5
23059,3
23060,9
23061,3
23062,6
23063,3
23064,3
23065,3
23066,5
23067,1
23068,5
23069,3
23070,3
23071,5
23072,3
23073,6
23074,6
23075,3
23076,5
23077,3
23078,6
23079,3
23080,12
23081,3
23082,3
23083,8
23084,5
23085,5
23086,5
23087,6
23088,3
23089,5
23090,5
23091,13
23092,5
23093,3
23094,1
23095,5
23096,12
23097,9
23098,3
23099,3
23100,13
23101,5
23102,5
23103,3
23104,5
23105,3
23106,3
23107,8
23108,5
23109,3
23110,3
23111,3
23112,5
23113,3
23114,9
23115,3
23116,6
23117,5
23118,6
23119,1
23120,12
23121,12
23122,3
23123,3
23124,3
23125,3
23126,3
23127,6
23128,9
23129,3
23130,3
23131,3
23132,3
23133,5
23134,3
23135,9
23136,3
23137,3
23138,1
23139,3
23140,3
23141,3
23142,6
23143,3
23144,7
23145,6
23146,5
23147,3
23148,3
23149,1
23150,3
23151,3
23152,3
23153,1
23154,3
23155,3
23156,5
23157,6
23158,3
23159,3
23160,9
23161,14
23162,5
23163,3
23164,3
23165,5
23166,3
23167,1
23168,1
23169,6
23170,3
23171,5
23172,4
23173,3
23174,3
23175,3
23176,3
23177,3
23178,6
23179,5
23180,5
23181,5
23182,1
23183,10
23184,6
23185,3
23186,5
23187,3
23188,3
23189,3
23190,3
23191,6
23192,3
23193,3
23194,3
23195,3
23196,3
23197,12
23198,3
23199,3
23200,7
23201,11
23202,1
23203,3
23204,6
23205,3
23206,3
23207,3
23208,3
23209,9
23210,6
23211,1
23212,3
23213,9
23214,3
23215,3
23216,3
23217,3
23218,9
23219,3
23220,1
23221,6
23222,18
23223,3
23224,3
23225,3
23226,3
23227,3
23228,1
23229,1
23230,6
23231,6
23232,7
23233,3
23234,3
23235,3
23236,3
23237,3
23238,3
23239,3
23240,5
23241,5
23242,3
23243,2
23244,5
23245,3
23246,3
23247,5
23248,3
23249,9
23250,3
23251,5
23252,3
23253,3
23254,3
23255,3
23256,3
23257,3
23258,8
23259,3
23260,1
23261,6
23262,6
23263,8
23264,4
23265,3
23266,3
23267,10
23268,1
23269,3
23270,5
23271,7
23272,5
23273,3
23274,5
23275,3
23276,5
23277,6
23278,3
23279,3
23280,6
23281,5
23282,3
23283,3
23284,8
23285,3
23286,6
23287,3
23288,1
23289,1
23290,6
23291,8
23292,3
23293,6
23294,3
23295,3
23296,3
23297,3
23298,3
23299,5
23300,1
23301,15
23302,3
23303,5
23304,3
23305,4
23306,3
23307,3
23308,6
23309,5
23310,5
23311,3
23312,5
23313,3
23314,1
23315,8
23316,1
23317,3
23318,1
23319,6
23320,3
23321,3
23322,3
23323,5
23324,3
23325,5
23326,5
23327,3
23328,3
23329,3
23330,3
23331,5
23332,5
23333,6
23334,6
23335,10
23336,1
23337,3
23338,17
23339,8
23340,3
23341,3
23342,10
23343,9
23344,3
23345,8
23346,5
23347,3
23348,6
23349,3
23350,3
23351,3
23352,3
23353,8
23354,9
23355,6
23356,3
23357,3
23358,3
23359,3
23360,1
23361,6
23362,3
23363,10
23364,6
23365,5
23366,9
23367,9
23368,3
23369,3
23370,3
23371,8
23372,3
23373,1
23374,12
23375,6
23376,3
23377,5
23378,3
23379,3
23380,3
23381,17
23382,3
23383,10
23384,5
23385,5
23386,3
23387,3
23388,3
23389,3
23390,6
23391,3
23392,1
23393,3
23394,18
23395,5
23396,3
23397,30
23398,3
23399,3
23400,5
23401,8
23402,5
23403,15
23404,3
23405,3
23406,1
23407,3
23408,1
23409,1
23410,3
23411,8
23412,30
23413,5
23414,6
23415,6
23416,3
23417,7
23418,5
23419,3
23420,2
23421,3
23422,6
23423,5
23424,3
23425,3
23426,3
23427,2
23428,8
23429,3
23430,1
23431,8
23432,1
23433,5
23434,5
23435,3
23436,6
23437,8
23438,1
23439,8
23440,4
23441,5
23442,3
23443,10
23444,3
23445,3
23446,5
23447,9
23448,3
23449,6
23450,5
23451,5
23452,12
23453,3
23454,3
23455,5
23456,5
23457,3
23458,3
23459,6
23460,8
23461,3
23462,3
23463,3
23464,6
23465,6
23466,12
23467,3
23468,3
23469,8
23470,1
23471,3
23472,3
23473,3
23474,5
23475,3
23476,5
23477,3
23478,3
23479,3
23480,3
23481,3
23482,3
23483,3
23484,15
23485,3
23486,6
23487,2
23488,3
23489,3
23490,6
23491,4
23492,3
23493,5
23494,5
23495,5
23496,9
23497,5
23498,4
23499,3
23500,1
23501,6
23502,5
23503,9
23504,3
23505,16
23506,3
23507,3
23508,3
23509,5
23510,3
23511,6
23512,6
23513,6
23514,5
23515,5
23516,5
23517,3
23518,3
23519,5
23520,3
23521,8
23522,4
23523,3
23524,3
23525,3
23526,3
23527,5
23528,3
23529,5
23530,3
23531,3
23532,3
23533,3
23534,5
23535,8
23536,1
23537,3
23538,3
23539,3
23540,21
23541,5
23542,8
23543,6
23544,5
23545,3
23546,8
23547,6
23548,3
23549,6
23550,6
23551,6
23552,5
23553,6
23554,5
23555,3
23556,1
23557,14
23558,18
23559,3
23560,6
23561,10
23562,3
23563,5
23564,9
23565,3
23566,3
23567,3
23568,3
23569,18
23570,3
23571,3
23572,1
23573,3
23574,3
23575,3
23576,5
23577,3
23578,3
23579,4
23580,3
23581,3
23582,6
23583,3
23584,5
23585,3
23586,3
23587,3
23588,1
23589,8
23590,6
23591,3
23592,3
23593,6
23594,3
23595,5
23596,4
23597,3
23598,3
23599,3
23600,3
23601,5
23602,1
23603,6
23604,6
23605,1
23606,1
23607,3
23608,9
23609,4
23610,3
23611,3
23612,14
23613,5
23614,3
23615,3
23616,5
23617,3
23618,3
23619,1
23620,6
23621,3
23622,3
23623,3
23624,3
23625,3
23626,3
23627,3
23628,9
23629,3
23630,5
23631,5
23632,10
23633,6
23634,3
23635,15
23636,6
23637,3
23638,5
23639,5
23640,3
23641,6
23642,3
23643,1
23644,3
23645,3
23646,5
23647,6
23648,5
23649,8
23650,3
23651,15
23652,6
23653,6
23654,3
23655,9
23656,9
23657,3
23658,1
23659,3
23660,6
23661,6
23662,3
23663,6
23664,3
23665,10
23666,5
23667,8
23668,3
23669,3
23670,17
23671,6
23672,3
23673,8
23674,1
23675,3
23676,5
23677,4
23678,3
23679,6
23680,9
23681,18
23682,5
23683,3
23684,3
23685,15
23686,18
23687,3
23688,3
23689,9
23690,5
23691,3
23692,5
23693,3
23694,3
23695,3
23696,3
23697,3
23698,5
23699,3
23700,5
23701,3
23702,3
23703,3
23704,3
23705,3
23706,3
23707,3
23708,15
23709,3
23710,3
23711,8
23712,3
23713,5
23714,5
23715,1
23716,3
23717,3
23718,3
23719,3
23720,12
23721,12
23722,5
23723,6
23724,5
23725,3
23726,3
23727,3
23728,6
23729,3
23730,3
23731,12
23732,4
23733,3
23734,5
23735,5
23736,3
23737,3
23738,1
23739,12
23740,6
23741,3
23742,3
23743,3
23744,4
23745,16
23746,6
23747,5
23748,10
23749,4
23750,3
23751,5
23752,3
23753,3
23754,12
23755,5
23756,6
23757,3
23758,1
23759,3
23760,3
23761,5
23762,3
23763,3
23764,3
23765,3
23766,5
23767,3
23768,9
23769,5
23770,5
23771,3
23772,6
23773,3
23774,3
23775,3
23776,3
23777,1
23778,1
23779,3
23780,3
23781,3
23782,3
23783,3
23784,3
23785,6
23786,3
23787,2
23788,6
23789,6
23790,3
23791,6
23792,3
23793,8
23794,1
23795,5
23796,6
23797,6
23798,3
23799,3
23800,3
23801,1
23802,3
23803,6
23804,6
23805,5
23806,3
23807,3
23808,1
23809,3
23810,3
23811,5
23812,3
23813,10
23814,3
23815,5
23816,6
23817,9
23818,6
23819,3
23820,5
23821,3
23822,3
23823,3
23824,5
23825,3
23826,3
23827,6
23828,9
23829,3
23830,5
23831,3
23832,11
23833,5
23834,3
23835,3
23836,3
23837,5
23838,8
23839,5
23840,3
23841,8
23842,3
23843,5
23844,3
23845,6
23846,5
23847,5
23848,5
23849,5
23850,3
23851,5
23852,6
23853,8
23854,10
23855,1
23856,1
23857,3
23858,7
23859,3
23860,5
23861,3
23862,3
23863,6
23864,1
23865,3
23866,1
23867,10
23868,6
23869,4
23870,3
23871,5
23872,3
23873,3
23874,3
23875,3
23876,4
23877,10
23878,3
23879,3
23880,5
23881,9
23882,3
23883,3
23884,5
23885,5
23886,9
23887,3
23888,3
23889,3
23890,5
23891,5
23892,5
23893,3
23894,3
23895,6
23896,8
23897,10
23898,6
23899,1
23900,10
23901,5
23902,5
23903,5
23904,3
23905,3
23906,3
23907,3
23908,6
23909,5
23910,4
23911,1
23912,3
23913,3
23914,3
23915,8
23916,3
23917,3
23918,5
23919,3
23920,1
23921,3
23922,5
23923,3
23924,5
23925,3
23926,5
23927,3
23928,5
23929,6
23930,5
23931,3
23932,9
23933,3
23934,6
23935,3
23936,3
23937,10
23938,1
23939,3
23940,1
23941,14
23942,5
23943,3
23944,3
23945,9
23946,9
23947,5
23948,3
23949,11
23950,3
23951,1
23952,3
23953,6
23954,3
23955,6
23956,3
23957,5
23958,6
23959,5
23960,8
23961,3
23962,5
23963,3
23964,5
23965,6
23966,3
23967,3
23968,6
23969,3
23970,10
23971,5
23972,13
23973,5
23974,9
23975,9
23976,3
23977,3
23978,6
23979,3
23980,9
23981,5
23982,3
23983,3
23984,3
23985,5
23986,3
23987,5
23988,5
23989,6
23990,5
23991,3
23992,3
23993,5
23994,3
23995,5
23996,6
23997,3
23998,5
23999,3
24000,3
24001,6
24002,6
24003,3
24004,5
24005,3
24006,5
24007,5
24008,1
24009,3
24010,3
24011,3
24012,3
24013,5
24014,5
24015,1
24016,3
24017,3
24018,3
24019,4
24020,3
24021,3
24022,3
24023,6
24024,3
24025,6
24026,3
24027,3
24028,3
24029,3
24030,3
24031,5
24032,3
24033,3
24034,1
24035,5
24036,16
24037,3
24038,3
24039,9
24040,5
24041,3
24042,6
24043,7
24044,5
24045,3
24046,5
24047,3
24048,3
24049,3
24050,7
24051,1
24052,3
24053,3
24054,3
24055,3
24056,1
24057,3
24058,3
24059,6
24060,3
24061,6
24062,9
24063,6
24064,3
24065,27
24066,3
24067,3
24068,3
24069,6
24070,3
24071,3
24072,5
24073,11
24074,3
24075,3
24076,6
24077,3
24078,3
24079,12
24080,1
24081,3
24082,6
24083,6
24084,3
24085,6
24086,3
24087,1
24088,3
24089,3
24090,10
24091,3
24092,3
24093,6
24094,3
24095,3
24096,3
24097,5
24098,12
24099,3
24100,6
24101,3
24102,18
24103,1
24104,11
24105,5
24106,3
24107,9
24108,9
24109,3
24110,6
24111,5
24112,12
24113,5
24114,1
24115,1
24116,3
24117,1
24118,5
24119,5
24120,9
24121,3
24122,3
24123,1
24124,6
24125,5
24126,5
24127,3
24128,3
24129,8
24130,3
24131,12
24132,11
24133,5
24134,5
24135,5
24136,3
24137,3
24138,3
24139,3
24140,3
24141,3
24142,6
24143,3
24144,12
24145,12
24146,9
24147,8
24148,9
24149,3
24150,3
24151,6
24152,20
24153,5
24154,10
24155,6
24156,5
24157,19
24158,5
24159,5
24160,3
24161,6
24162,3
24163,8
24164,6
24165,10
24166,3
24167,3
24168,6
24169,6
24170,5
24171,3
24172,1
24173,5
24174,3
24175,3
24176,5
24177,3
24178,11
24179,3
24180,15
24181,3
24182,5
24183,3
24184,5
24185,3
24186,3
24187,10
24188,9
24189,1
24190,3
24191,5
24192,15
24193,1
24194,3
24195,6
24196,1
24197,5
24198,5
24199,5
24200,9
24201,3
24202,3
24203,5
24204,3
24205,3
24206,3
24207,4
24208,5
24209,7
24210,3
24211,3
24212,3
24213,3
24214,4
24215,3
24216,5
24217,5
24218,3
24219,5
24220,8
24221,3
24222,8
24223,6
24224,3
24225,3
24226,3
24227,5
24228,3
24229,3
24230,5
24231,3
24232,5
24233,5
24234,10
24235,8
24236,3
24237,8
24238,3
24239,3
24240,3
24241,3
24242,5
24243,3
24244,6
24245,5
24246,3
24247,3
24248,3
24249,3
24250,5
24251,6
24252,6
24253,3
24254,3
24255,17
24256,5
24257,6
24258,5
24259,5
24260,5
24261,3
24262,8
24263,8
24264,3
24265,3
24266,5
24267,6
24268,8
24269,6
24270,3
24271,3
24272,3
24273,11
24274,5
24275,3
24276,6
24277,3
24278,3
24279,6
24280,3
24281,1
24282,8
24283,5
24284,6
24285,6
24286,6
24287,3
24288,3
24289,3
24290,6
24291,3
24292,5
24293,3
24294,3
24295,3
24296,6
24297,6
24298,1
24299,5
24300,3
24301,3
24302,6
24303,6
24304,6
24305,3
24306,5
24307,3
24308,6
24309,6
24310,1
24311,9
24312,5
24313,1
24314,3
24315,3
24316,5
24317,11
24318,3
24319,3
24320,8
24321,3
24322,6
24323,6
24324,3
24325,3
24326,3
24327,3
24328,5
24329,3
24330,1
24331,1
24332,5
24333,3
24334,5
24335,4
24336,9
24337,5
24338,3
24339,3
24340,3
24341,5
24342,3
24343,6
24344,5
24345,3
24346,3
24347,5
24348,3
24349,3
24350,3
24351,1
24352,3
24353,3
24354,5
24355,5
24356,3
24357,9
24358,9
24359,6
24360,3
24361,3
24362,3
24363,6
24364,3
24365,1
24366,3
24367,6
24368,3
24369,12
24370,3
24371,3
24372,6
24373,3
24374,2
24375,5
24376,6
24377,3
24378,3
24379,3
24380,3
24381,3
24382,3
24383,6
24384,5
24385,15
24386,3
24387,1
24388,6
24389,3
24390,6
24391,3
24392,3
24393,3
24394,3
24395,6
24396,3
24397,5
24398,3
24399,3
24400,3
24401,5
24402,3
24403,1
24404,12
24405,5
24406,3
24407,6
24408,3
24409,2
24410,3
24411,9
24412,3
24413,6
24414,5
24415,3
24416,3
24417,6
24418,3
24419,6
24420,5
24421,3
24422,6
24423,5
24424,5
24425,6
24426,5
24427,1
24428,3
24429,6
24430,3
24431,6
24432,3
24433,6
24434,3
24435,8
24436,1
24437,12
24438,3
24439,6
24440,6
24441,4
24442,12
24443,6
24444,3
24445,3
24446,3
24447,6
24448,1
24449,5
24450,3
24451,3
24452,3
24453,15
24454,6
24455,1
24456,3
24457,3
24458,12
24459,6
24460,3
24461,6
24462,12
24463,5
24464,3
24465,15
24466,6
24467,9
24468,9
24469,1
24470,3
24471,6
24472,3
24473,3
24474,16
24475,3
24476,3
24477,1
24478,12
24479,5
24480,1
24481,1
24482,3
24483,12
24484,3
24485,3
24486,3
24487,3
24488,3
24489,12
24490,6
24491,5
24492,3
24493,12
24494,3
24495,3
24496,5
24497,6
24498,5
24499,3
24500,3
24501,5
24502,3
24503,3
24504,5
24505,3
24506,3
24507,5
24508,5
24509,5
24510,3
24511,3
24512,6
24513,3
24514,3
24515,5
24516,3
24517,5
24518,3
24519,8
24520,1
24521,3
24522,6
24523,5
24524,1
24525,5
24526,3
24527,12
24528,3
24529,5
24530,3
24531,5
24532,3
24533,3
24534,3
24535,3
24536,5
24537,4
24538,1
24539,3
24540,3
24541,5
24542,9
24543,3
24544,3
24545,3
24546,3
24547,5
24548,9
24549,3
24550,3
24551,3
24552,3
24553,3
24554,6
24555,5
24556,8
24557,9
24558,3
24559,3
24560,3
24561,5
24562,3
24563,15
24564,5
24565,16
24566,6
24567,5
24568,3
24569,3
24570,3
24571,3
24572,4
24573,3
24574,5
24575,3
24576,5
24577,3
24578,3
24579,3
24580,3
24581,3
24582,4
24583,5
24584,3
24585,3
24586,14
24587,3
24588,3
24589,3
24590,6
24591,5
24592,5
24593,3
24594,5
24595,3
24596,3
24597,3
24598,8
24599,8
24600,3
24601,1
24602,15
24603,3
24604,3
24605,6
24606,3
24607,3
24608,3
24609,1
24610,3
24611,3
24612,3
24613,3
24614,1
24615,3
24616,4
24617,6
24618,9
24619,3
24620,12
24621,6
24622,3
24623,3
24624,4
24625,3
24626,3
24627,3
24628,3
24629,6
24630,3
24631,3
24632,3
24633,3
24634,5
24635,3
24636,3
24637,3
24638,3
24639,1
24640,3
24641,5
24642,6
24643,12
24644,3
24645,5
24646,1
24647,5
24648,3
24649,3
24650,3
24651,6
24652,6
24653,3
24654,3
24655,5
24656,5
24657,3
24658,9
24659,9
24660,3
24661,1
24662,3
24663,3
24664,3
24665,1
24666,11
24667,5
24668,3
24669,3
24670,3
24671,6
24672,3
24673,7
24674,5
24675,3
24676,3
24677,3
24678,3
24679,3
24680,3
24681,3
24682,5
24683,3
24684,5
24685,3
24686,3
24687,3
24688,6
24689,5
24690,3
24691,5
24692,3
24693,3
24694,3
24695,3
24696,4
24697,6
24698,10
24699,6
24700,3
24701,9
24702,3
24703,3
24704,5
24705,3
24706,1
24707,3
24708,3
24709,3
24710,6
24711,9
24712,5
24713,3
24714,1
24715,1
24716,3
24717,3
24718,3
24719,3
24720,9
24721,6
24722,11
24723,1
24724,5
24725,3
24726,3
24727,5
24728,3
24729,5
24730,3
24731,3
24732,3
24733,5
24734,3
24735,6
24736,15
24737,4
24738,31
24739,5
24740,3
24741,21
24742,9
24743,3
24744,3
24745,1
24746,6
24747,9
24748,3
24749,6
24750,9
24751,5
24752,5
24753,15
24754,16
24755,12
24756,5
24757,1
24758,5
24759,8
24760,9
24761,9
24762,6
24763,8
24764,4
24765,1
24766,6
24767,6
24768,7
24769,5
24770,12
24771,3
24772,6
24773,5
24774,3
24775,3
24776,3
24777,3
24778,6
24779,3
24780,6
24781,9
24782,9
24783,6
24784,3
24785,5
24786,6
24787,5
24788,9
24789,3
24790,3
24791,3
24792,3
24793,5
24794,3
24795,9
24796,9
24797,3
24798,5
24799,3
24800,3
24801,5
24802,3
24803,5
24804,3
24805,12
24806,3
24807,3
24808,1
24809,6
24810,6
24811,5
24812,1
24813,5
24814,3
24815,3
24816,3
24817,3
24818,3
24819,3
24820,1
24821,5
24822,1
24823,3
24824,3
24825,3
24826,6
24827,1
24828,8
24829,3
24830,3
24831,3
24832,9
24833,3
24834,6
24835,6
24836,3
24837,3
24838,3
24839,3
24840,5
24841,1
24842,6
24843,6
24844,6
24845,3
24846,1
24847,5
24848,6
24849,3
24850,6
24851,5
24852,3
24853,3
24854,3
24855,5
24856,3
24857,3
24858,3
24859,8
24860,6
24861,3
24862,3
24863,3
24864,3
24865,3
24866,6
24867,1
24868,1
24869,10
24870,3
24871,3
24872,3
24873,5
24874,4
24875,3
24876,1
24877,3
24878,6
24879,3
24880,13
24881,3
24882,5
24883,5
24884,15
24885,3
24886,3
24887,5
24888,3
24889,5
24890,1
24891,3
24892,3
24893,5
24894,3
24895,4
24896,5
24897,5
24898,3
24899,3
24900,3
24901,6
24902,3
24903,3
24904,12
24905,9
24906,3
24907,3
24908,3
24909,6
24910,3
24911,9
24912,4
24913,3
24914,3
24915,3
24916,3
24917,1
24918,18
24919,8
24920,12
24921,5
24922,6
24923,5
24924,9
24925,5
24926,11
24927,3
24928,3
24929,12
24930,7
24931,3
24932,3
24933,6
24934,3
24935,6
24936,5
24937,3
24938,8
24939,3
24940,3
24941,10
24942,3
24943,3
24944,3
24945,5
24946,6
24947,6
24948,5
24949,1
24950,5
24951,3
24952,6
24953,5
24954,3
24955,3
24956,3
24957,3
24958,3
24959,3
24960,5
24961,1
24962,7
24963,3
24964,6
24965,6
24966,3
24967,3
24968,3
24969,6
24970,3
24971,6
24972,3
24973,3
24974,9
24975,3
24976,3
24977,3
24978,5
24979,3
24980,6
24981,3
24982,1
24983,1
24984,3
24985,6
24986,6
24987,3
24988,6
24989,12
24990,1
24991,3
24992,4
24993,3
24994,3
24995,5
24996,9
24997,3
24998,3
24999,5
25000,3
25001,12
25002,1
25003,6
25004,6
25005,1
25006,9
25007,11
25008,10
25009,3
25010,3
25011,3
25012,3
25013,4
25014,6
25015,3
25016,9
25017,3
25018,3
25019,3
25020,5
25021,5
25022,3
25023,6
25024,3
25025,3
25026,6
25027,3
25028,3
25029,6
25030,9
25031,9
25032,6
25033,3
25034,3
25035,5
25036,6
25037,3
25038,5
25039,3
25040,13
25041,6
25042,3
25043,3
25044,3
25045,3
25046,3
25047,3
25048,1
25049,3
25050,1
25051,6
25052,5
25053,3
25054,3
25055,3
25056,3
25057,4
25058,1
25059,5
25060,3
25061,3
25062,3
25063,5
25064,3
25065,3
25066,3
25067,6
25068,5
25069,6
25070,3
25071,6
25072,1
25073,3
25074,3
25075,1
25076,9
25077,6
25078,3
25079,3
25080,5
25081,3
25082,5
25083,3
25084,5
25085,3
25086,1
25087,9
25088,5
25089,3
25090,3
25091,3
25092,3
25093,6
25094,3
25095,6
25096,5
25097,27
25098,4
25099,3
25100,5
25101,6
25102,3
25103,12
25104,3
25105,6
25106,5
25107,5
25108,3
25109,3
25110,3
25111,3
25112,8
25113,8
25114,3
25115,1
25116,3
25117,3
25118,3
25119,3
25120,3
25121,1
25122,5
25123,1
25124,3
25125,9
25126,3
25127,3
25128,4
25129,3
25130,7
25131,1
25132,3
25133,9
25134,6
25135,3
25136,3
25137,1
25138,6
25139,3
25140,15
25141,3
25142,4
25143,5
25144,4
25145,12
25146,1
25147,1
25148,3
25149,5
25150,4
25151,3
25152,5
25153,3
25154,3
25155,3
25156,12
25157,1
25158,6
25159,3
25160,5
25161,6
25162,3
25163,6
25164,5
25165,1
25166,12
25167,3
25168,3
25169,3
25170,5
25171,3
25172,3
25173,6
25174,3
25175,5
25176,3
25177,5
25178,3
25179,5
25180,3
25181,6
25182,5
25183,3
25184,5
25185,3
25186,3
25187,3
25188,5
25189,3
25190,6
25191,8
25192,5
25193,6
25194,3
25195,1
25196,3
25197,20
25198,5
25199,1
25200,12
25201,12
25202,3
25203,3
25204,9
25205,2
25206,3
25207,4
25208,3
25209,3
25210,5
25211,3
25212,3
25213,3
25214,3
25215,3
25216,3
25217,3
25218,6
25219,6
25220,3
25221,5
25222,5
25223,3
25224,9
25225,5
25226,4
25227,3
25228,3
25229,2
25230,3
25231,1
25232,5
25233,3
25234,5
25235,6
25236,3
25237,3
25238,3
25239,11
25240,5
25241,3
25242,3
25243,6
25244,3
25245,3
25246,3
25247,3
25248,5
25249,5
25250,3
25251,3
25252,3
25253,5
25254,3
25255,3
25256,3
25257,5
25258,3
25259,10
25260,15
25261,3
25262,9
25263,6
25264,15
25265,3
25266,3
25267,11
25268,3
25269,5
25270,1
25271,1
25272,3
25273,3
25274,6
25275,3
25276,9
25277,3
25278,6
25279,3
25280,3
25281,5
25282,5
25283,3
25284,3
25285,5
25286,6
25287,6
25288,5
25289,3
25290,3
25291,11
25292,3
25293,1
25294,3
25295,5
25296,3
25297,1
25298,3
25299,3
25300,5
25301,1
25302,4
25303,6
25304,3
25305,3
25306,6
25307,3
25308,6
25309,3
25310,3
25311,3
25312,3
25313,1
25314,3
25315,3
25316,1
25317,6
25318,3
25319,3
25320,4
25321,3
25322,9
25323,1
25324,3
25325,9
25326,16
25327,8
25328,3
25329,9
25330,1
25331,6
25332,3
25333,3
25334,15
25335,6
25336,3
25337,13
25338,3
25339,3
25340,6
25341,5
25342,3
25343,12
25344,3
25345,3
25346,6
25347,3
25348,5
25349,5
25350,4
25351,3
25352,5
25353,11
25354,5
25355,3
25356,6
25357,3
25358,5
25359,6
25360,3
25361,9
25362,3
25363,5
25364,14
25365,1
25366,3
25367,4
25368,6
25369,8
25370,3
25371,5
25372,5
25373,5
25374,3
25375,3
25376,3
25377,3
25378,5
25379,1
25380,6
25381,3
25382,3
25383,9
25384,1
25385,5
25386,3
25387,10
25388,6
25389,3
25390,3
25391,3
25392,3
25393,12
25394,3
25395,6
25396,9
25397,1
25398,6
25399,6
25400,6
25401,3
25402,5
25403,6
25404,6
25405,6
25406,3
25407,12
25408,12
25409,3
25410,3
25411,3
25412,5
25413,3
25414,3
25415,6
25416,3
25417,3
25418,1
25419,3
25420,6
25421,9
25422,3
25423,3
25424,3
25425,3
25426,3
25427,5
25428,3
25429,3
25430,5
25431,3
25432,3
25433,6
25434,3
25435,9
25436,5
25437,6
25438,22
25439,3
25440,5
25441,8
25442,3
25443,3
25444,3
25445,3
25446,3
25447,3
25448,3
25449,5
25450,3
25451,3
25452,1
25453,3
25454,6
25455,3
25456,1
25457,3
25458,21
25459,3
25460,9
25461,3
25462,8
25463,3
25464,11
25465,3
25466,5
25467,3
25468,6
25469,6
25470,9
25471,1
25472,3
25473,6
25474,3
25475,3
25476,3
25477,3
25478,6
25479,3
25480,16
25481,3
25482,3
25483,3
25484,3
25485,3
25486,6
25487,6
25488,17
25489,3
25490,5
25491,3
25492,5
25493,4
25494,9
25495,3
25496,3
25497,3
25498,5
25499,5
25500,3
25501,5
25502,6
25503,3
25504,3
25505,6
25506,1
25507,3
25508,12
25509,3
25510,3
25511,1
25512,6
25513,3
25514,3
25515,3
25516,6
25517,3
25518,3
25519,5
25520,3
25521,6
25522,3
25523,6
25524,3
25525,1
25526,20
25527,3
25528,3
25529,5
25530,6
25531,6
25532,3
25533,3
25534,6
25535,3
25536,5
25537,13
25538,6
25539,3
25540,6
25541,3
25542,3
25543,3
25544,1
25545,6
25546,6
25547,5
25548,3
25549,3
25550,3
25551,4
25552,5
25553,3
25554,3
25555,5
25556,5
25557,3
25558,3
25559,5
25560,6
25561,3
25562,1
25563,3
25564,8
25565,3
25566,5
25567,5
25568,9
25569,3
25570,3
25571,14
25572,3
25573,15
25574,3
25575,3
25576,1
25577,5
25578,6
25579,5
25580,12
25581,5
25582,3
25583,3
25584,6
25585,3
25586,3
25587,5
25588,3
25589,3
25590,3
25591,12
25592,12
25593,3
25594,3
25595,1
25596,3
25597,5
25598,3
25599,3
25600,5
25601,9
25602,3
25603,3
25604,3
25605,14
25606,14
25607,6
25608,3
25609,3
25610,6
25611,8
25612,6
25613,3
25614,3
25615,3
25616,3
25617,9
25618,5
25619,3
25620,9
25621,3
25622,9
25623,9
25624,10
25625,3
25626,3
25627,3
25628,1
25629,5
25630,3
25631,3
25632,3
25633,3
25634,5
25635,5
25636,6
25637,3
25638,6
25639,1
25640,3
25641,3
25642,3
25643,5
25644,5
25645,3
25646,3
25647,4
25648,15
25649,5
25650,3
25651,3
25652,5
25653,3
25654,3
25655,3
25656,3
25657,9
25658,3
25659,6
25660,3
25661,5
25662,4
25663,3
25664,3
25665,3
25666,3
25667,5
25668,3
25669,3
25670,3
25671,5
25672,10
25673,5
25674,3
25675,7
25676,1
25677,4
25678,23
25679,6
25680,2
25681,5
25682,8
25683,9
25684,6
25685,14
25686,3
25687,6
25688,9
25689,3
25690,4
25691,1
25692,6
25693,3
25694,9
25695,1
25696,3
25697,3
25698,5
25699,3
25700,3
25701,3
25702,3
25703,5
25704,3
25705,1
25706,3
25707,3
25708,6
25709,6
25710,3
25711,1
25712,5
25713,5
25714,3
25715,5
25716,5
25717,3
25718,3
25719,5
25720,13
25721,3
25722,3
25723,3
25724,4
25725,6
25726,3
25727,6
25728,5
25729,6
25730,3
25731,3
25732,3
25733,3
25734,3
25735,1
25736,9
25737,3
25738,3
25739,5
25740,22
25741,3
25742,6
25743,8
25744,8
25745,3
25746,6
25747,3
25748,3
25749,3
25750,5
25751,18
25752,4
25753,5
25754,3
25755,5
25756,3
25757,14
25758,5
25759,9
25760,5
25761,3
25762,3
25763,8
25764,6
25765,1
25766,3
25767,3
25768,3
25769,3
25770,1
25771,9
25772,3
25773,5
25774,3
25775,3
25776,3
25777,3
25778,5
25779,7
25780,3
25781,3
25782,3
25783,3
25784,5
25785,5
25786,3
25787,3
25788,3
25789,3
25790,3
25791,9
25792,13
25793,3
25794,5
25795,21
25796,6
25797,5
25798,3
25799,9
25800,1
25801,3
25802,3
25803,3
25804,3
25805,3
25806,3
25807,9
25808,8
25809,1
25810,3
25811,3
25812,3
25813,3
25814,3
25815,6
25816,3
25817,6
25818,3
25819,3
25820,8
25821,9
25822,3
25823,3
25824,5
25825,3
25826,3
25827,4
25828,3
25829,11
25830,10
25831,3
25832,9
25833,5
25834,6
25835,3
25836,3
25837,5
25838,3
25839,3
25840,3
25841,9
25842,4
25843,3
25844,3
25845,3
25846,3
25847,9
